cancelled,commuterLineID,departureDate,operatorShortCode,operatorUICCode,runningCurrently,timetableAcceptanceDate,timetableType,trainCategory,trainNumber,trainType,version,timeTableRows_actualTime,timeTableRows_cancelled,timeTableRows_causes,timeTableRows_commercialStop,timeTableRows_commercialTrack,timeTableRows_countryCode,timeTableRows_differenceInMinutes,timeTableRows_estimateSource,timeTableRows_liveEstimateTime,timeTableRows_scheduledTime,timeTableRows_stationShortCode,timeTableRows_stationUICCode,timeTableRows_trainReady,timeTableRows_trainReady_accepted,timeTableRows_trainReady_source,timeTableRows_trainReady_timestamp,timeTableRows_trainStopping,timeTableRows_type
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:24:58.000Z,False,[],True,7,FI,1,,,2020-01-01T12:24:00.000Z,HKI,1,,True,KUPLA,2020-01-01T12:23:16.000Z,True,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:30:53.000Z,False,[],True,3,FI,2,,,2020-01-01T12:29:00.000Z,PSL,10,,,,,True,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:32:34.000Z,False,[],True,3,FI,3,,,2020-01-01T12:30:00.000Z,PSL,10,,,,,True,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:34:44.000Z,False,[],,,FI,3,,,2020-01-01T12:32:00.000Z,KÄP,977,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:34:44.000Z,False,[],,,FI,3,,,2020-01-01T12:32:00.000Z,KÄP,977,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:35:29.000Z,False,[],,,FI,2,,,2020-01-01T12:33:00.000Z,OLK,15,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:35:29.000Z,False,[],,,FI,2,,,2020-01-01T12:33:00.000Z,OLK,15,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:36:27.000Z,False,[],,,FI,2,,,2020-01-01T12:34:10.000Z,PMK,551,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:36:27.000Z,False,[],,,FI,2,,,2020-01-01T12:34:10.000Z,PMK,551,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:37:15.000Z,False,[],,2,FI,2,,,2020-01-01T12:35:00.000Z,ML,17,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:37:15.000Z,False,[],,2,FI,2,,,2020-01-01T12:35:00.000Z,ML,17,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:37:51.000Z,False,[],,,FI,1,,,2020-01-01T12:36:23.000Z,TNA,552,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:37:51.000Z,False,[],,,FI,1,,,2020-01-01T12:36:23.000Z,TNA,552,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:38:53.000Z,False,[],,,FI,1,,,2020-01-01T12:37:32.000Z,PLA,553,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:38:53.000Z,False,[],,,FI,1,,,2020-01-01T12:37:32.000Z,PLA,553,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:40:27.000Z,False,[],True,2,FI,1,,,2020-01-01T12:39:00.000Z,TKL,18,,,,,True,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:42:42.000Z,False,[],True,2,FI,2,,,2020-01-01T12:41:00.000Z,TKL,18,,,,,True,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:43:57.000Z,False,[],,,FI,2,,,2020-01-01T12:42:20.000Z,HKH,556,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:43:57.000Z,False,[],,,FI,2,,,2020-01-01T12:42:20.000Z,HKH,556,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,,False,[],,,FI,1,LIIKE_AUTOMATIC,2020-01-01T12:44:13.000Z,2020-01-01T12:43:00.000Z,HVK,1334,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,,False,[],,,FI,1,LIIKE_AUTOMATIC,2020-01-01T12:44:13.000Z,2020-01-01T12:43:00.000Z,HVK,1334,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:45:00.000Z,False,[],,,FI,1,,,2020-01-01T12:43:56.000Z,KVY,559,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:45:00.000Z,False,[],,,FI,1,,,2020-01-01T12:43:56.000Z,KVY,559,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:45:38.000Z,False,[],,,FI,1,,,2020-01-01T12:44:34.000Z,RKL,554,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:45:38.000Z,False,[],,,FI,1,,,2020-01-01T12:44:34.000Z,RKL,554,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:46:12.000Z,False,[],,,FI,1,,,2020-01-01T12:45:00.000Z,HNA,1018,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:46:12.000Z,False,[],,,FI,1,,,2020-01-01T12:45:00.000Z,HNA,1018,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:47:06.000Z,False,[],,,FI,2,,,2020-01-01T12:45:31.000Z,KRS,19,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:47:06.000Z,False,[],,,FI,2,,,2020-01-01T12:45:31.000Z,KRS,19,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:48:23.000Z,False,[],,,FI,1,,,2020-01-01T12:46:58.000Z,SAV,555,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:48:23.000Z,False,[],,,FI,1,,,2020-01-01T12:46:58.000Z,SAV,555,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:49:25.000Z,False,[],,,FI,1,,,2020-01-01T12:48:00.000Z,KE,20,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:49:25.000Z,False,[],,,FI,1,,,2020-01-01T12:48:00.000Z,KE,20,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:50:12.000Z,False,[],,,FI,1,,,2020-01-01T12:49:00.000Z,KYT,1111,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:50:12.000Z,False,[],,,FI,1,,,2020-01-01T12:49:00.000Z,KYT,1111,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:51:32.000Z,False,[],,2,FI,1,,,2020-01-01T12:50:16.000Z,AIN,628,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:51:32.000Z,False,[],,2,FI,1,,,2020-01-01T12:50:16.000Z,AIN,628,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:52:47.000Z,False,[],,3,FI,2,,,2020-01-01T12:51:00.000Z,JP,25,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:52:47.000Z,False,[],,3,FI,2,,,2020-01-01T12:51:00.000Z,JP,25,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:54:26.000Z,False,[],,3,FI,2,,,2020-01-01T12:52:00.000Z,SAU,806,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:54:26.000Z,False,[],,3,FI,2,,,2020-01-01T12:52:00.000Z,SAU,806,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:55:27.000Z,False,[],,2,FI,2,,,2020-01-01T12:53:00.000Z,PUR,564,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:55:27.000Z,False,[],,2,FI,2,,,2020-01-01T12:53:00.000Z,PUR,564,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:58:27.000Z,False,[],,2,FI,2,,,2020-01-01T12:56:00.000Z,JK,28,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T12:58:27.000Z,False,[],,2,FI,2,,,2020-01-01T12:56:00.000Z,JK,28,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:00:39.000Z,False,[],,,FI,3,,,2020-01-01T12:58:00.000Z,PLP,562,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:00:39.000Z,False,[],,,FI,3,,,2020-01-01T12:58:00.000Z,PLP,562,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:02:08.000Z,False,[],,,FI,2,,,2020-01-01T13:00:00.000Z,HY,30,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:02:08.000Z,False,[],,,FI,2,,,2020-01-01T13:00:00.000Z,HY,30,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:04:48.000Z,False,[],,,FI,2,,,2020-01-01T13:03:00.000Z,ARP,1235,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:04:48.000Z,False,[],,,FI,2,,,2020-01-01T13:03:00.000Z,ARP,1235,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:08:01.000Z,False,[],,4,FI,1,,,2020-01-01T13:07:00.000Z,RI,40,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:08:01.000Z,False,[],,4,FI,1,,,2020-01-01T13:07:00.000Z,RI,40,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,,False,[],,,FI,1,LIIKE_AUTOMATIC,2020-01-01T13:09:36.000Z,2020-01-01T13:09:01.000Z,R702,98998,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,,False,[],,,FI,1,LIIKE_AUTOMATIC,2020-01-01T13:09:36.000Z,2020-01-01T13:09:01.000Z,R702,98998,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:10:40.000Z,False,[],,,FI,1,,,2020-01-01T13:10:00.000Z,SAM,1246,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:10:40.000Z,False,[],,,FI,1,,,2020-01-01T13:10:00.000Z,SAM,1246,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:13:25.000Z,False,[],,2,FI,1,,,2020-01-01T13:12:30.000Z,RY,42,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:13:25.000Z,False,[],,2,FI,1,,,2020-01-01T13:12:30.000Z,RY,42,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:15:49.000Z,False,[],,,FI,1,,,2020-01-01T13:15:00.000Z,LK,43,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:15:49.000Z,False,[],,,FI,1,,,2020-01-01T13:15:00.000Z,LK,43,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:17:51.000Z,False,[],,,FI,1,,,2020-01-01T13:17:00.000Z,TU,44,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:17:51.000Z,False,[],,,FI,1,,,2020-01-01T13:17:00.000Z,TU,44,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:19:46.000Z,False,[],,,FI,1,,,2020-01-01T13:19:00.000Z,HRV,622,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:19:46.000Z,False,[],,,FI,1,,,2020-01-01T13:19:00.000Z,HRV,622,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:23:05.000Z,False,[],,3,FI,1,,,2020-01-01T13:22:00.000Z,HL,47,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:23:05.000Z,False,[],,3,FI,1,,,2020-01-01T13:22:00.000Z,HL,47,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:27:13.000Z,False,[],,,FI,1,,,2020-01-01T13:26:00.000Z,PRL,49,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:27:13.000Z,False,[],,,FI,1,,,2020-01-01T13:26:00.000Z,PRL,49,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:29:59.000Z,False,[],,,FI,1,,,2020-01-01T13:29:00.000Z,LTS,1154,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:29:59.000Z,False,[],,,FI,1,,,2020-01-01T13:29:00.000Z,LTS,1154,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:32:03.000Z,False,[],,,FI,1,,,2020-01-01T13:31:00.000Z,ITA,154,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:32:03.000Z,False,[],,,FI,1,,,2020-01-01T13:31:00.000Z,ITA,154,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:32:53.000Z,False,[],,2,FI,1,,,2020-01-01T13:32:00.000Z,VIN,1305,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:32:53.000Z,False,[],,2,FI,1,,,2020-01-01T13:32:00.000Z,VIN,1305,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:35:40.000Z,False,[],,,FI,1,,,2020-01-01T13:35:00.000Z,KU,626,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:35:40.000Z,False,[],,,FI,1,,,2020-01-01T13:35:00.000Z,KU,626,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:39:05.000Z,False,[],,4,FI,1,,,2020-01-01T13:38:00.000Z,TL,150,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:39:05.000Z,False,[],,4,FI,1,,,2020-01-01T13:38:00.000Z,TL,150,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:42:13.000Z,False,[],,2,FI,1,,,2020-01-01T13:41:00.000Z,VIA,155,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:42:13.000Z,False,[],,2,FI,1,,,2020-01-01T13:41:00.000Z,VIA,155,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:44:15.000Z,False,[],,,FI,1,,,2020-01-01T13:43:00.000Z,MAT,1172,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:44:15.000Z,False,[],,,FI,1,,,2020-01-01T13:43:00.000Z,MAT,1172,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:46:15.000Z,False,[],,,FI,0,,,2020-01-01T13:46:00.000Z,LPÄ,156,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:46:15.000Z,False,[],,,FI,0,,,2020-01-01T13:46:00.000Z,LPÄ,156,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:48:31.000Z,False,[],,,FI,0,,,2020-01-01T13:49:00.000Z,VTR,1295,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:48:31.000Z,False,[],,,FI,0,,,2020-01-01T13:49:00.000Z,VTR,1295,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:50:36.000Z,False,[],,,FI,-1,,,2020-01-01T13:52:00.000Z,SJ,157,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:50:36.000Z,False,[],,,FI,-1,,,2020-01-01T13:52:00.000Z,SJ,157,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T13:57:01.000Z,False,[],True,2,FI,-1,,,2020-01-01T13:58:00.000Z,TPE,160,,,,,True,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:02:43.000Z,False,[],True,2,FI,1,,,2020-01-01T14:02:00.000Z,TPE,160,,,,,True,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:09:19.000Z,False,[],,,FI,0,,,2020-01-01T14:09:00.000Z,LLH,183,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:09:19.000Z,False,[],,,FI,0,,,2020-01-01T14:09:00.000Z,LLH,183,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:12:25.000Z,False,[],,,FI,0,,,2020-01-01T14:12:00.000Z,YLÖ,211,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:12:25.000Z,False,[],,,FI,0,,,2020-01-01T14:12:00.000Z,YLÖ,211,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:14:59.000Z,False,[],,,FI,0,,,2020-01-01T14:15:00.000Z,LAK,212,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:14:59.000Z,False,[],,,FI,0,,,2020-01-01T14:15:00.000Z,LAK,212,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:17:10.000Z,False,[],,,FI,0,,,2020-01-01T14:17:30.000Z,MJJ,1168,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:17:10.000Z,False,[],,,FI,0,,,2020-01-01T14:17:30.000Z,MJJ,1168,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:19:44.000Z,False,[],,,FI,-1,,,2020-01-01T14:20:30.000Z,KRR,1095,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:19:44.000Z,False,[],,,FI,-1,,,2020-01-01T14:20:30.000Z,KRR,1095,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:23:00.000Z,False,[],,,FI,-1,,,2020-01-01T14:24:00.000Z,STÖ,1257,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:23:00.000Z,False,[],,,FI,-1,,,2020-01-01T14:24:00.000Z,STÖ,1257,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:28:35.000Z,False,[],,,FI,2,,,2020-01-01T14:27:00.000Z,VJR,214,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:28:35.000Z,False,[],,,FI,2,,,2020-01-01T14:27:00.000Z,VJR,214,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:32:19.000Z,False,[],,,FI,2,,,2020-01-01T14:30:00.000Z,PKK,1216,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:32:19.000Z,False,[],,,FI,2,,,2020-01-01T14:30:00.000Z,PKK,1216,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:34:40.000Z,False,[],,2,FI,2,,,2020-01-01T14:32:30.000Z,PKO,215,,,,,False,ARRIVAL
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:34:40.000Z,False,[],,2,FI,2,,,2020-01-01T14:32:30.000Z,PKO,215,,,,,False,DEPARTURE
False,,2020-01-01,vr,10,False,2019-11-08T10:34:22.000Z,REGULAR,Long-distance,27,IC,266086366790,2020-01-01T14:36:34.000Z,False,[],,,FI,2,,,2020-01-01T14:34:30.000Z,LMK,1151,,,,,False,ARRIVAL
